Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000098051,Gm27032,Gene Expression,0.30354432502669,0.0,0.0,1962,1.2399221888457426,667
ENSMUSG00000013766,Ly6g6e,Gene Expression,0.303035055948886,0.0,0.0,1652,1.4751603838814784,456
ENSMUSG00000026833,Olfm1,Gene Expression,0.30077919219111804,0.0,0.0,14788,11.112924494042588,1114
ENSMUSG00000031375,Bgn,Gene Expression,0.29964200907738314,0.0,0.0,531,0.9376572646127963,349
ENSMUSG00000032936,Camkv,Gene Expression,0.2987962310112414,0.0,0.0,4241,2.763866303463842,903
ENSMUSG00000030688,Stard10,Gene Expression,0.2986490595319194,0.0,0.0,3327,2.1710473860564887,836
ENSMUSG00000037601,Nme1,Gene Expression,0.2981898970425026,0.0,0.0,11172,7.555003722652226,1097
ENSMUSG00000000861,Bcl11a,Gene Expression,0.29794060991171306,0.0,0.0,3543,2.270334480309189,848
ENSMUSG00000042750,Bex2,Gene Expression,0.29742707812802677,0.0,0.0,11690,8.015530118630192,1098
ENSMUSG00000027489,Necab3,Gene Expression,0.29662900683191895,0.0,0.0,1787,1.1188089584891407,632
ENSMUSG00000038370,Pcp4l1,Gene Expression,0.29659478153564467,0.0,0.0,17957,12.40424998958745,1145
ENSMUSG00000035237,Lcat,Gene Expression,0.29644295522677483,0.0,0.0,1403,1.4497249283264857,625
ENSMUSG00000036882,Arhgap33,Gene Expression,0.29593200833467975,0.0,0.0,1719,1.0706986392471856,652
ENSMUSG00000036095,Dgkb,Gene Expression,0.2953823704624186,0.0,0.0,2082,1.337234909417768,698
ENSMUSG00000052534,Pbx1,Gene Expression,0.29494040303713315,0.0,0.0,5524,3.671156123590988,989
ENSMUSG00000051166,Eml5,Gene Expression,0.29458401026014397,0.0,0.0,2117,1.3245652390885505,717
ENSMUSG00000027254,Map1a,Gene Expression,0.29457740785211517,0.0,0.0,5550,3.883968716930879,986
ENSMUSG00000079017,Ifi27l2a,Gene Expression,0.2943658471215541,0.0,0.0,475,0.891624598523427,311
ENSMUSG00000009394,Syn2,Gene Expression,0.29435759593591393,0.0,0.0,6657,4.283600887158241,989
ENSMUSG00000032503,Arpp21,Gene Expression,0.2940447625566821,0.0,0.0,2809,1.7747598633349555,792
ENSMUSG00000042388,Dlgap3,Gene Expression,0.293943841136652,0.0,0.0,2912,1.8709851175296934,814
ENSMUSG00000039716,Dock3,Gene Expression,0.2938114964030129,0.0,0.0,3103,2.0007890313743375,840
ENSMUSG00000001986,Gria3,Gene Expression,0.29280594460284476,0.0,0.0,1796,1.1225090520568741,619
ENSMUSG00000009216,Fam163b,Gene Expression,0.29267907460202974,0.0,0.0,3848,2.5678507016484766,897
ENSMUSG00000024403,Atp6v1g2,Gene Expression,0.29176331499555647,0.0,0.0,6891,4.551854700570069,1007
ENSMUSG00000030223,Ptpro,Gene Expression,0.2912482819627281,0.0,0.0,5650,3.6190450511278747,960
ENSMUSG00000034825,Nrip3,Gene Expression,0.2911751133782617,0.0,0.0,7361,5.000807862552428,1022
ENSMUSG00000046442,Ppm1e,Gene Expression,0.2898199378768442,0.0,0.0,6409,4.214484212559163,997
ENSMUSG00000021708,Rasgrf2,Gene Expression,0.28775206442384754,0.0,0.0,1491,0.9294011059839588,602
ENSMUSG00000027797,Dclk1,Gene Expression,0.28757312316245787,0.0,0.0,8404,5.635597547090336,1053
ENSMUSG00000031285,Dcx,Gene Expression,0.287472917798698,0.0,0.0,1772,1.097716170349247,666
ENSMUSG00000064080,Fbln2,Gene Expression,0.28667191608920956,0.0,0.0,404,0.772003197077052,281
ENSMUSG00000024743,Syt7,Gene Expression,0.2853376443668116,0.0,0.0,4388,3.3660638965577223,943
ENSMUSG00000026959,Grin1,Gene Expression,0.2850977256084051,0.0,0.0,7852,5.295501129195603,1049
ENSMUSG00000032320,Rcn2,Gene Expression,0.2849909386705296,0.0,0.0,4037,3.6423203959779498,998
ENSMUSG00000028328,Tmod1,Gene Expression,0.28388969897049243,0.0,0.0,1992,1.2541794090778386,694
ENSMUSG00000038539,Atf5,Gene Expression,0.2837533500134642,0.0,0.0,563,0.9993199614230563,414
ENSMUSG00000096883,Shisa8,Gene Expression,0.28347680910681183,0.0,0.0,5063,3.377396117566805,959
ENSMUSG00000019929,Dcn,Gene Expression,0.2831251043934681,0.0,0.0,415,1.046852913091615,196
ENSMUSG00000054934,Kcnmb4,Gene Expression,0.2809213220976885,0.0,0.0,1618,0.9967666828511177,633
ENSMUSG00000092083,Kcnb2,Gene Expression,0.28087725766632965,0.0,0.0,968,0.6009041161084522,462
ENSMUSG00000056025,Clca3a1,Gene Expression,0.27996113855361693,0.0,0.0,213,0.4799757626024762,139
ENSMUSG00000028782,Adgrb2,Gene Expression,0.2775081334333212,0.0,0.0,3620,2.414299657102243,876
ENSMUSG00000032773,Chrm1,Gene Expression,0.277021480437563,0.0,0.0,1136,0.7024527679777532,526
ENSMUSG00000018965,Ywhah,Gene Expression,0.27669559499783064,0.0,0.0,11737,7.91945198756566,1098
ENSMUSG00000036570,Fxyd1,Gene Expression,0.27446283607439237,0.0,0.0,1948,2.5478713383839278,910
ENSMUSG00000032446,Eomes,Gene Expression,0.2739607684914134,0.0,0.0,2330,1.9932637279989436,715
ENSMUSG00000007872,Id3,Gene Expression,0.27395260345705696,0.0,0.0,2193,2.6132886560652184,845
ENSMUSG00000031760,Mt3,Gene Expression,0.2735209083324983,0.0,0.0,37555,29.119640870410723,1173
ENSMUSG00000046314,Stxbp6,Gene Expression,0.27325754590658674,0.0,0.0,2770,1.7917067530373778,794
ENSMUSG00000037206,Islr,Gene Expression,0.2720138438565976,0.0,0.0,1861,2.112021501097001,747
ENSMUSG00000009569,Mrtfb,Gene Expression,0.2716769875833677,0.0,0.0,1711,1.106303291941669,647
ENSMUSG00000040183,Ankrd6,Gene Expression,0.27021735962602267,0.0,0.0,1408,0.8620890171439873,595
ENSMUSG00000102252,Snrpn,Gene Expression,0.2699931002713024,0.0,0.0,12032,8.257844148891175,1091
ENSMUSG00000031980,Agt,Gene Expression,0.26935393592451046,0.0,0.0,462,0.7887495864532068,330
ENSMUSG00000039770,Ypel5,Gene Expression,0.268892458889582,0.0,0.0,3243,2.052156844099764,852
ENSMUSG00000031425,Plp1,Gene Expression,0.26887390582509185,0.0,0.0,13354,13.24922643181862,1140
ENSMUSG00000042453,Reln,Gene Expression,0.2688614531593653,0.0,0.0,3744,2.947471987023648,883
ENSMUSG00000051177,Plcb1,Gene Expression,0.26868955883386747,0.0,0.0,2599,1.6874716073689546,766
ENSMUSG00000063632,Sox11,Gene Expression,0.2683932524957203,0.0,0.0,701,0.44278740532494765,380
ENSMUSG00000058624,Gda,Gene Expression,0.2680295562491068,0.0,0.0,2371,1.5203631783491793,764
ENSMUSG00000048142,Nat8l,Gene Expression,0.26778354085270123,0.0,0.0,6462,4.360914101128183,1012
ENSMUSG00000033730,Egr3,Gene Expression,0.2671228873845065,0.0,0.0,734,0.4541792617359792,383
ENSMUSG00000051726,Kcnf1,Gene Expression,0.2671191303953275,0.0,0.0,3628,2.4082246288317144,863
ENSMUSG00000062380,Tubb3,Gene Expression,0.266927430785427,0.0,0.0,12036,8.346232746558757,1113
ENSMUSG00000007892,Rplp1,Gene Expression,0.2661681121296392,0.0,0.0,65455,50.9440564608467,1184
ENSMUSG00000034681,Rnps1,Gene Expression,0.2657217256941452,0.0,0.0,3007,1.869600706274503,814
ENSMUSG00000051853,Arf3,Gene Expression,0.2654337145728054,0.0,0.0,8097,5.5262496741108995,1046
ENSMUSG00000028785,Hpca,Gene Expression,0.265153947719755,0.0,0.0,1474,0.9159260530037991,576
ENSMUSG00000000531,Grasp,Gene Expression,0.264768464612809,0.0,0.0,1219,0.7656644805234261,551
ENSMUSG00000032336,Nptn,Gene Expression,0.2645443223157656,0.0,0.0,8948,5.998767480579314,1067
ENSMUSG00000039058,Ak5,Gene Expression,0.2637443450478438,0.0,0.0,999,0.6108410840991187,476
ENSMUSG00000085030,2810455O05Rik,Gene Expression,0.2634153488169897,0.0,0.0,963,0.5597151731740437,474
ENSMUSG00000047215,Rpl9,Gene Expression,0.26273878748957197,0.0,0.0,27312,19.230913228528063,1167
ENSMUSG00000053192,Mllt11,Gene Expression,0.2619328201035449,0.0,0.0,5488,3.7376686619660497,997
ENSMUSG00000027849,Syt6,Gene Expression,0.2619026346753862,0.0,0.0,2447,1.62154190226242,758
ENSMUSG00000052727,Map1b,Gene Expression,0.26119940372297135,0.0,0.0,9383,7.217255039046289,1094
ENSMUSG00000029121,Crmp1,Gene Expression,0.26111340421046114,0.0,0.0,5616,3.794110437719791,986
ENSMUSG00000037972,Snn,Gene Expression,0.26092491033907017,0.0,0.0,5095,3.315651257962071,969
ENSMUSG00000033981,Gria2,Gene Expression,0.26043824173456853,0.0,0.0,5257,3.554625947969473,982
ENSMUSG00000049775,Tmsb4x,Gene Expression,0.2594841033289455,0.0,0.0,51757,44.4997807097438,1181
ENSMUSG00000024661,Fth1,Gene Expression,0.2594080408914451,0.0,0.0,55139,44.244345783921766,1183
ENSMUSG00000030134,Rasgef1a,Gene Expression,0.258949900005254,0.0,0.0,1665,1.0299226936243948,649
ENSMUSG00000060882,Kcnd2,Gene Expression,0.2579835298184643,0.0,0.0,2754,1.77465749464732,814
ENSMUSG00000066189,Cacng3,Gene Expression,0.25789647022409956,0.0,0.0,964,0.6116444083496934,467
ENSMUSG00000020460,Rps27a,Gene Expression,0.2578866170768543,0.0,0.0,35962,26.13665053780586,1180
ENSMUSG00000087006,Gm13889,Gene Expression,0.2577561988994417,0.0,0.0,4392,2.9634053571013,926
ENSMUSG00000017314,Mpp2,Gene Expression,0.2572629018593137,0.0,0.0,2517,1.6235560707916057,774
ENSMUSG00000019831,Wasf1,Gene Expression,0.256676783230717,0.0,0.0,1840,1.1830158980944498,704
ENSMUSG00000025723,Nmb,Gene Expression,0.25469985952376184,0.0,0.0,2970,2.369979268094112,817
ENSMUSG00000026728,Vim,Gene Expression,0.25398977102463527,0.0,0.0,1693,2.2890872080932296,792
ENSMUSG00000020486,Sept4,Gene Expression,0.253945854249221,0.0,0.0,2791,1.8948575151086096,814
ENSMUSG00000061751,Kalrn,Gene Expression,0.25371512509832794,0.0,0.0,1753,1.140523082145763,675
ENSMUSG00000036617,Etl4,Gene Expression,0.2527538625622768,0.0,0.0,859,0.5268330646254612,447
ENSMUSG00000031517,Gpm6a,Gene Expression,0.252693536257143,0.0,0.0,10192,7.071992522185223,1087
ENSMUSG00000022340,Sybu,Gene Expression,0.25247770290732924,0.0,0.0,2365,1.493199141251876,778
ENSMUSG00000019210,Atp6v1e1,Gene Expression,0.25211723954164555,0.0,0.0,10867,7.533780064955811,1100
